SeqName: ORFS:ptns	Description hits againt uniruniref100	Length	#Hits	e-Value	sim mean										
comp18601_c1_seq8|m.45405	uniref100_a0a016 v0f0ubiquitin carboxyl-terminal hydrolase n=1 tax=ancylostoma ceylanicum =a0a016v0f0_9bila	405	20	0.0E0	78.55%										
comp18604_c0_seq1|m.45409	uniref100_u6pzy7 gag-pol polyprotein n=1 tax=haemonchus contortus =u6pzy7_haeco	316	5	4.5E-20	52.6%										
comp18607_c0_seq2|m.45412	UniRuniref100_A0A016 T808Uncharacterized protein n=1 Tax=Ancylostoma ceylanicum RepID=A0A016T808_9BILA	106	20	4.4E-16	62.75%										
comp18608_c0_seq1|m.45413	uniref100_a0a016 tug4endonuclease iii homolog n=1 tax=ancylostoma ceylanicum =a0a016tug4_9bila	279	20	7.7E-114	82.5%										
comp18609_c0_seq1|m.45420	uniref100_w6nrz4 ankyrin and kap p-loop domain containing protein n=1 tax=haemonchus contortus =w6nrz4_haeco	639	20	0.0E0	83.5%										
comp18609_c0_seq1|m.45421	uniref100_w6nrz4 ankyrin and kap p-loop domain containing protein n=1 tax=haemonchus contortus =w6nrz4_haeco	317	20	1.0E-155	83.25%										
comp18609_c0_seq10|m.45445	uniref100_w6nrz4 ankyrin and kap p-loop domain containing protein n=1 tax=haemonchus contortus =w6nrz4_haeco	141	20	1.4E-38	75.7%										
comp18609_c0_seq12|m.45446	uniref100_w6nrz4 ankyrin and kap p-loop domain containing protein n=1 tax=haemonchus contortus =w6nrz4_haeco	933	20	0.0E0	83.25%										
comp18609_c0_seq2|m.45423	uniref100_w6nrz4 ankyrin and kap p-loop domain containing protein n=1 tax=haemonchus contortus =w6nrz4_haeco	299	20	2.8E-128	85.55%										
comp18609_c0_seq3|m.45425	uniref100_w6nrz4 ankyrin and kap p-loop domain containing protein n=1 tax=haemonchus contortus =w6nrz4_haeco	595	20	0.0E0	85.95%										
comp1860_c0_seq1|m.608	briggsae cbr-rnp- protein n=1 tax=haemonchus contortus =u6pqd6_haeco	157	19	1.0E-35	64.89%										
comp18610_c0_seq2|m.45449	uniref100_u6pu22 protein isoform b n=1 tax=haemonchus contortus =u6pu22_haeco	142	16	4.5E-33	60.38%										
comp18610_c0_seq5|m.45451	uniref100_u6nvb4 protein n=1 tax=haemonchus contortus =u6nvb4_haeco	246	15	7.0E-47	54.53%										
comp18610_c0_seq6|m.45452	uniref100_u6nvb4 protein n=1 tax=haemonchus contortus =u6nvb4_haeco	183	7	3.5E-31	64.71%										
comp18610_c0_seq7|m.45453	uniref100_u6nvb4 protein n=1 tax=haemonchus contortus =u6nvb4_haeco	202	16	2.0E-42	53.31%										
comp18611_c0_seq7|m.45462	uniref100_w2tze0 zinc c3hc4 type n=1 tax=necator americanus =w2tze0_necam	664	20	0.0E0	62.95%										
comp18612_c1_seq1|m.45476	uniref100_w2t8y6 btb poz domain protein n=1 tax=necator americanus =w2t8y6_necam	158	4	2.7E-28	61.25%										
comp18612_c1_seq10|m.45480	uniref100_w2t8y6 btb poz domain protein n=1 tax=necator americanus =w2t8y6_necam	160	4	3.3E-24	59.75%										
comp18613_c0_seq1|m.45482	uniref100_u6p1a2 protein sas-6 n=1 tax=haemonchus contortus =u6p1a2_haeco	239	18	8.1E-109	63.17%										
comp18613_c0_seq10|m.45520	uniref100_a0a0b1 tqy7nad+ synthase n=1 tax=oesophagostomum dentatum =a0a0b1tqy7_oesde	491	19	0.0E0	59.11%										
comp18613_c0_seq10|m.45521	uniref100_a8y237 protein cbr-lact-9 n=1 tax=caenorhabditis briggsae =a8y237_caebr	304	20	6.4E-72	64.35%										
comp18613_c0_seq3|m.45492	uniref100_a8y237 protein cbr-lact-9 n=1 tax=caenorhabditis briggsae =a8y237_caebr	253	20	1.3E-67	64.05%										
comp18613_c0_seq4|m.45497	uniref100_g0n6b8 cbn-lact-9 protein n=1 tax=caenorhabditis brenneri =g0n6b8_caebe	374	20	3.0E-107	61.5%										
comp18614_c0_seq1|m.45777	uniref100_w2sq55 wd g-beta repeat protein n=1 tax=necator americanus =w2sq55_necam	625	20	0.0E0	69.55%										
comp18614_c0_seq1|m.45776	uniref100_a0a0d8 y534patched family protein n=1 tax=dictyocaulus viviparus =a0a0d8y534_dicvi	970	20	0.0E0	79.2%										
comp18614_c0_seq2|m.45783	uniref100_w2sq55 wd g-beta repeat protein n=1 tax=necator americanus =w2sq55_necam	590	20	0.0E0	70.8%										
comp18614_c0_seq3|m.45788	uniref100_a0a0d8 y534patched family protein n=1 tax=dictyocaulus viviparus =a0a0d8y534_dicvi	971	20	0.0E0	80.55%										
comp18614_c0_seq4|m.45794	uniref100_a0a0d8 y534patched family protein n=1 tax=dictyocaulus viviparus =a0a0d8y534_dicvi	543	20	0.0E0	79.6%										
comp18614_c0_seq5|m.45797	uniref100_a0a0d8 y534patched family protein n=1 tax=dictyocaulus viviparus =a0a0d8y534_dicvi	913	20	0.0E0	80.55%										
comp18614_c0_seq7|m.45803	uniref100_a0a0d8 y534patched family protein n=1 tax=dictyocaulus viviparus =a0a0d8y534_dicvi	154	20	6.7E-56	80.75%										
comp18615_c0_seq1|m.45814	uniref100_a0a016 uyp3metalloendopeptidase n=3 tax=ancylostoma ceylanicum =a0a016uyp3_9bila	117	20	2.0E-57	87.1%										
comp18615_c0_seq10|m.45824	uniref100_a0a016 uyp3metalloendopeptidase n=3 tax=ancylostoma ceylanicum =a0a016uyp3_9bila	325	20	6.4E-164	79.5%										
comp18615_c0_seq13|m.45829	uniref100_a0a0d8 xjp7metalloendopeptidase n=1 tax=dictyocaulus viviparus =a0a0d8xjp7_dicvi	116	20	1.1E-54	78.05%										
comp18615_c0_seq17|m.45833	uniref100_a0a0d6 lsw1metalloendopeptidase n=1 tax=ancylostoma ceylanicum =a0a0d6lsw1_9bila	163	20	5.0E-55	87.95%										
comp18615_c0_seq23|m.45839	uniref100_a0a0d6 lsw1metalloendopeptidase n=1 tax=ancylostoma ceylanicum =a0a0d6lsw1_9bila	141	20	9.9E-38	88.7%										
comp18615_c0_seq24|m.45840	uniref100_a0a0d8 xjp7metalloendopeptidase n=1 tax=dictyocaulus viviparus =a0a0d8xjp7_dicvi	218	20	4.7E-117	81.55%										
comp18615_c0_seq30|m.45845	uniref100_a0a016 uyp3metalloendopeptidase n=3 tax=ancylostoma ceylanicum =a0a016uyp3_9bila	303	20	1.5E-146	78.45%										
comp18615_c0_seq4|m.45817	uniref100_a0a0d8 xjp7metalloendopeptidase n=1 tax=dictyocaulus viviparus =a0a0d8xjp7_dicvi	196	20	5.3E-101	80.3%										
comp18616_c0_seq1|m.45855	uniref100_u6pyi4 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6pyi4_haeco	240	20	3.4E-126	86.65%										
comp18616_c0_seq1|m.45857	uniref100_u6pym3 rna recognition motif domain containing protein n=1 tax=haemonchus contortus =u6pym3_haeco	104	2	2.0E-4	53%										
comp18616_c0_seq14|m.45886	---NA---	109	0	-	-										
comp18617_c0_seq2|m.45900	UniRuniref100_A0A016 W118Uncharacterized protein n=1 Tax=Ancylostoma ceylanicum RepID=A0A016W118_9BILA	169	20	4.3E-43	69.05%										
comp18619_c0_seq1|m.45902	uniref100_u6pqm1 integrator complex subunit 9 n=1 tax=haemonchus contortus =u6pqm1_haeco	286	20	5.9E-128	75.3%										
comp18619_c0_seq1|m.45901	uniref100_u6pqm1 integrator complex subunit 9 n=1 tax=haemonchus contortus =u6pqm1_haeco	438	20	0.0E0	70.75%										
comp18619_c0_seq19|m.45919	uniref100_u6pqm1 integrator complex subunit 9 n=1 tax=haemonchus contortus =u6pqm1_haeco	603	20	0.0E0	65.9%										
comp18619_c0_seq2|m.45903	uniref100_u6pqm1 integrator complex subunit 9 n=1 tax=haemonchus contortus =u6pqm1_haeco	662	20	0.0E0	69.9%										
comp18619_c0_seq23|m.45925	uniref100_u6pqm1 integrator complex subunit 9 n=1 tax=haemonchus contortus =u6pqm1_haeco	227	20	6.9E-86	66.05%										
comp18619_c0_seq30|m.45936	uniref100_a8wxm0 protein cbg04458 n=2 tax=caenorhabditis briggsae =a8wxm0_caebr	454	20	2.6E-165	61.85%										
comp18620_c0_seq1|m.45943	uniref100_w2tb64 sybindin-like family protein n=1 tax=necator americanus =w2tb64_necam	268	20	4.5E-110	78.95%										
comp18621_c0_seq11|m.45980	uniref100_q9n4m4 nuclear anchorage protein 1 n=1 tax=caenorhabditis elegans =anc1_caeel	1938	20	0.0E0	63.85%										
comp18621_c0_seq11|m.45979	uniref100_a0a0d6 ls32rac1-binding domain protein n=1 tax=ancylostoma ceylanicum =a0a0d6ls32_9bila	2465	20	0.0E0	67.95%										
comp18621_c0_seq12|m.45982	---NA---	99	0	-	-										
comp18621_c0_seq2|m.45965	uniref100_q9n4m4 nuclear anchorage protein 1 n=1 tax=caenorhabditis elegans =anc1_caeel	1945	20	0.0E0	63.9%										
comp18621_c0_seq4|m.45967	uniref100_u6pry3 cre-anc-1 protein n=1 tax=haemonchus contortus =u6pry3_haeco	876	20	0.0E0	71.1%										
comp18621_c0_seq5|m.45969	uniref100_a0a0d6 ls32rac1-binding domain protein n=1 tax=ancylostoma ceylanicum =a0a0d6ls32_9bila	1495	20	0.0E0	61.75%										
comp18621_c0_seq7|m.45972	uniref100_a0a0d6 ls32rac1-binding domain protein n=1 tax=ancylostoma ceylanicum =a0a0d6ls32_9bila	1447	20	0.0E0	61.75%										
comp18621_c0_seq8|m.45973	uniref100_q9n4m4 nuclear anchorage protein 1 n=1 tax=caenorhabditis elegans =anc1_caeel	1993	20	0.0E0	63.9%										
comp18623_c0_seq1|m.45986	uniref100_a0a0d8 xkn7myosin head n=1 tax=dictyocaulus viviparus =a0a0d8xkn7_dicvi	237	20	4.0E-66	69.6%										
comp18623_c0_seq3|m.45987	uniref100_a0a0d6 mdm0myosin head n=1 tax=ancylostoma ceylanicum =a0a0d6mdm0_9bila	218	20	8.6E-61	68.25%										
comp18623_c0_seq4|m.45988	uniref100_a0a0d8 xkn7myosin head n=1 tax=dictyocaulus viviparus =a0a0d8xkn7_dicvi	230	20	4.5E-60	69.35%										
comp18626_c0_seq1|m.45993	uniref100_f1krk5 condensin-2 complex subunit h2 n=1 tax=ascaris suum =f1krk5_ascsu	220	20	1.9E-49	70.35%										
comp18626_c0_seq1|m.45992	uniref100_f1krk5 condensin-2 complex subunit h2 n=1 tax=ascaris suum =f1krk5_ascsu	237	15	1.6E-55	60.4%										
comp18626_c0_seq2|m.45995	uniref100_a0a0f5 cnr4kle-2 n=1 tax=pristionchus pacificus =a0a0f5cnr4_pripa	323	15	1.1E-87	55.8%										
comp18626_c0_seq2|m.45996	UniRuniref100_A0A0B1 SUZ8Uncharacterized protein n=1 Tax=Oesophagostomum dentatum RepID=A0A0B1SUZ8_OESDE	124	5	1.4E-9	77.2%										
comp18626_c0_seq3|m.45997	uniref100_f1krk5 condensin-2 complex subunit h2 n=1 tax=ascaris suum =f1krk5_ascsu	273	15	1.4E-64	57.47%										
comp18627_c0_seq1|m.46004	n=1 tax=caenorhabditis elegans =g5ebp5_caeel	113	15	6.9E-26	73.13%										
comp18627_c0_seq2|m.46005	n=1 tax=caenorhabditis elegans =g5ebp5_caeel	383	19	6.2E-103	60.21%										
comp18627_c1_seq3|m.46007	uniref100_u6npd4 cre-frm-1 protein n=1 tax=haemonchus contortus =u6npd4_haeco	152	20	7.7E-62	64.9%										
comp18628_c0_seq10|m.46019	uniref100_w2tvz2 pan domain protein n=1 tax=necator americanus =w2tvz2_necam	1084	20	0.0E0	56.35%										
comp18628_c0_seq12|m.46021	---NA---	117	0	-	-										
comp18628_c0_seq2|m.46009	uniref100_g5ecb4 srap- isoform a n=1 tax=caenorhabditis elegans =g5ecb4_caeel	756	20	3.2E-175	57.95%										
comp18628_c0_seq3|m.46010	uniref100_a0a0d8 xq45pan domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xq45_dicvi	1248	20	2.4E-93	68.15%										
comp18628_c0_seq4|m.46013	---NA---	117	0	-	-										
comp18628_c0_seq5|m.46014	uniref100_u6pav1 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_28 n=1 tax=haemonchus contortus =u6pav1_haeco	231	20	2.1E-56	66.2%										
comp18628_c0_seq6|m.46015	uniref100_u6pav1 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_28 n=1 tax=haemonchus contortus =u6pav1_haeco	251	20	6.8E-58	64.9%										
comp18628_c0_seq7|m.46016	uniref100_g5ecb3 srap- isoform b n=1 tax=caenorhabditis elegans =g5ecb3_caeel	736	20	6.6E-176	58.3%										
comp18628_c0_seq9|m.46017	uniref100_w2tvz2 pan domain protein n=1 tax=necator americanus =w2tvz2_necam	1104	20	0.0E0	56.95%										
comp18631_c0_seq1|m.46024	uniref100_u6nqm3 dpse\ga28568-pa n=1 tax=haemonchus contortus =u6nqm3_haeco	1321	20	0.0E0	59.4%										
comp18633_c0_seq3|m.46035	uniref100_u6nix9 protein wnt n=2 tax=haemonchus contortus =u6nix9_haeco	165	20	1.2E-92	86.65%										
comp18634_c0_seq2|m.46041	uniref100_a0a0d8 xky9math domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xky9_dicvi	240	20	2.9E-118	78.7%										
comp18635_c0_seq1|m.46043	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	2017	20	0.0E0	70.05%										
comp18635_c0_seq11|m.46067	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	2039	20	0.0E0	70.05%										
comp18635_c0_seq2|m.46047	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	1373	20	0.0E0	73.45%										
comp18635_c0_seq4|m.46051	uniref100_u6p4f3 fam38a protein n=1 tax=haemonchus contortus =u6p4f3_haeco	425	20	4.3E-167	61.55%										
comp18635_c0_seq6|m.46053	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	2391	20	0.0E0	71.75%										
comp18635_c0_seq7|m.46056	uniref100_u6p4f3 fam38a protein n=1 tax=haemonchus contortus =u6p4f3_haeco	447	20	1.2E-173	62.2%										
comp18635_c0_seq8|m.46057	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	2369	20	0.0E0	71.3%										
comp18635_c0_seq9|m.46061	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	1725	20	0.0E0	73.65%										
comp18637_c0_seq11|m.46074	uniref100_u6nz09 hypothetical kda protein in n=1 tax=haemonchus contortus =u6nz09_haeco	627	20	0.0E0	83.15%										
comp18637_c0_seq17|m.46075	---NA---	103	0	-	-										
comp18637_c0_seq5|m.46073	uniref100_u6nz09 hypothetical kda protein in n=1 tax=haemonchus contortus =u6nz09_haeco	900	20	0.0E0	77.95%										
comp18639_c0_seq1|m.46076	uniref100_a0a0d6 lnq0m protein repeat protein n=1 tax=ancylostoma ceylanicum =a0a0d6lnq0_9bila	544	20	4.1E-167	66.6%										
comp18639_c0_seq4|m.46081	uniref100_e3n191 cre-dyf-14 protein n=1 tax=caenorhabditis remanei =e3n191_caere	889	20	0.0E0	63.95%										
comp18640_c0_seq1|m.46086	uniref100_u6pq61 loc100124805 protein n=1 tax=haemonchus contortus =u6pq61_haeco	546	10	8.2E-17	51.8%										
comp18640_c0_seq11|m.46099	uniref100_u6pq61 loc100124805 protein n=1 tax=haemonchus contortus =u6pq61_haeco	557	11	8.6E-17	52.45%										
comp18640_c0_seq12|m.46100	uniref100_u6pq61 loc100124805 protein n=1 tax=haemonchus contortus =u6pq61_haeco	713	15	1.9E-47	54%										
comp18640_c0_seq13|m.46102	uniref100_u6pq61 loc100124805 protein n=1 tax=haemonchus contortus =u6pq61_haeco	754	15	2.4E-50	54.13%										
comp18640_c0_seq3|m.46090	uniref100_u6pq61 loc100124805 protein n=1 tax=haemonchus contortus =u6pq61_haeco	724	16	2.7E-47	54%										
comp18640_c0_seq6|m.46095	uniref100_u6pq61 loc100124805 protein n=1 tax=haemonchus contortus =u6pq61_haeco	765	17	2.7E-50	53.94%										
comp18641_c0_seq1|m.46108	uniref100_w2t4i9 kinesin-like protein n=1 tax=necator americanus =w2t4i9_necam	359	10	5.0E-81	65.8%										
comp18641_c0_seq3|m.46112	---NA---	149	0	-	-										
comp18641_c0_seq4|m.46113	uniref100_a0a016 x145kinesin-like protein n=1 tax=ancylostoma ceylanicum =a0a016x145_9bila	289	20	1.6E-78	64%										
comp18641_c0_seq5|m.46114	uniref100_u6njw6 kinesin-like protein n=1 tax=haemonchus contortus =u6njw6_haeco	485	20	1.1E-124	67.1%										
comp18641_c0_seq5|m.46116	UniRuniref100_A0A0A9 K5P7Uncharacterized protein n=1 Tax=Arundo donax RepID=A0A0A9K5P7_ARUDO	117	1	8.9E-4	56%										
comp18641_c0_seq6|m.46117	uniref100_u6njw6 kinesin-like protein n=1 tax=haemonchus contortus =u6njw6_haeco	450	20	5.1E-116	67.05%										
comp18642_c0_seq1|m.46122	uniref100_a0a0c2 dqf4ph domain protein n=1 tax=ancylostoma duodenale =a0a0c2dqf4_9bila	367	14	3.3E-39	54%										
comp18643_c0_seq3|m.46126	uniref100_a0a0d6 ltu5protoheme ix mitochondrial n=1 tax=ancylostoma ceylanicum =a0a0d6ltu5_9bila	407	20	4.7E-160	76.95%										
comp18643_c0_seq4|m.46128	uniref100_a0a0d6 ltu5protoheme ix mitochondrial n=1 tax=ancylostoma ceylanicum =a0a0d6ltu5_9bila	195	20	3.9E-45	68.8%										
comp18645_c0_seq1|m.46130	uniref100_u6pdj3 mitochondrial substrate solute carrier domain containing protein n=1 tax=haemonchus contortus =u6pdj3_haeco	215	20	2.5E-59	83.65%										
comp18645_c0_seq2|m.46133	uniref100_u6pbz2 ribosomal protein l27 l41 domain containing protein n=1 tax=haemonchus contortus =u6pbz2_haeco	189	20	8.4E-86	81.35%										
comp18645_c0_seq2|m.46132	uniref100_u6pdj3 mitochondrial substrate solute carrier domain containing protein n=1 tax=haemonchus contortus =u6pdj3_haeco	306	20	1.0E-156	85.45%										
comp18646_c0_seq2|m.46136	---NA---	114	0	-	-										
comp18646_c0_seq2|m.46135	uniref100_a0a0b2 vp7326s protease regulatory subunit 7 n=1 tax=toxocara canis =a0a0b2vp73_toxca	144	20	1.2E-75	96.7%										
comp18646_c0_seq3|m.46137	uniref100_u6pt31 atpase domain containing protein n=1 tax=haemonchus contortus =u6pt31_haeco	435	20	0.0E0	95.5%										
comp18647_c0_seq1|m.46143	uniref100_u6nfw5 zinc finger domain containing protein n=1 tax=haemonchus contortus =u6nfw5_haeco	240	20	9.5E-79	60.45%										
comp18647_c0_seq2|m.46146	uniref100_a0a0d8 xf88pdz dhr glgf domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xf88_dicvi	1307	20	0.0E0	61.45%										
comp18647_c0_seq3|m.46150	uniref100_u6nf53 pdz domain containing protein n=1 tax=haemonchus contortus =u6nf53_haeco	1120	20	0.0E0	61.45%										
comp18649_c0_seq2|m.46163	uniref100_a0a0d8 xur1 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xur1_dicvi	661	20	0.0E0	62.6%										
comp18649_c0_seq3|m.46165	uniref100_a0a0d8 xur1 domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xur1_dicvi	661	20	0.0E0	63.9%										
comp18651_c0_seq3|m.46173	UniRuniref100_A0A016 WST0Uncharacterized protein n=1 Tax=Ancylostoma ceylanicum RepID=A0A016WST0_9BILA	102	20	7.0E-25	81.45%										
comp18653_c0_seq3|m.46177	uniref100_k7qqj1 thioredoxin-1 n=1 tax=ancylostoma ceylanicum =k7qqj1_9bila	154	20	5.3E-72	81.5%										
comp18654_c0_seq1|m.46183	---NA---	105	0	-	-										
comp18654_c0_seq2|m.46184	uniref100_u6nih9 maternal tudor protein domain containing protein n=1 tax=haemonchus contortus =u6nih9_haeco	209	4	1.0E-36	66.5%										
comp18655_c0_seq1|m.46186	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	690	20	0.0E0	78.1%										
comp18655_c0_seq13|m.46212	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	441	20	0.0E0	80.95%										
comp18655_c0_seq14|m.46213	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	1460	20	0.0E0	73.15%										
comp18655_c0_seq6|m.46194	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	1484	20	0.0E0	72.7%										
comp18655_c0_seq7|m.46197	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	161	20	4.5E-49	79%										
comp18655_c0_seq8|m.46199	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	1204	20	0.0E0	72.3%										
comp18655_c0_seq9|m.46203	uniref100_u6q0a1 protein fam38a n=2 tax=haemonchus contortus =u6q0a1_haeco	1180	20	0.0E0	72.35%										
comp18657_c0_seq1|m.46223	---NA---	119	0	-	-										
comp18657_c0_seq1|m.46222	---NA---	535	0	-	-										
comp18658_c0_seq1|m.46225	---NA---	114	0	-	-										
comp18658_c0_seq14|m.46239	---NA---	136	0	-	-										
comp18658_c0_seq16|m.46243	---NA---	161	0	-	-										
comp18659_c0_seq13|m.46269	uniref100_u6pli2 wash complex subunit 7-like n=1 tax=haemonchus contortus =u6pli2_haeco	179	17	6.1E-41	62%										
comp18659_c0_seq20|m.46273	uniref100_a0a0d8 x8n1acetoacetate- ligase n=1 tax=dictyocaulus viviparus =a0a0d8x8n1_dicvi	240	20	3.8E-86	61.15%										
comp18659_c0_seq8|m.46266	---NA---	104	0	-	-										
comp18660_c1_seq10|m.46277	uniref100_u6npa2 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1230 n=1 tax=haemonchus contortus =u6npa2_haeco	162	20	4.6E-41	67.05%										
comp18660_c1_seq5|m.46275	uniref100_u6npa2 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_1230 n=1 tax=haemonchus contortus =u6npa2_haeco	184	20	2.9E-40	67.2%										
comp18662_c0_seq1|m.46279	uniref100_a0a0d8 xkm1immunoglobulin i-set domain protein n=1 tax=dictyocaulus viviparus =a0a0d8xkm1_dicvi	106	20	3.0E-43	74.95%										
comp18663_c0_seq10|m.46285	---NA---	115	0	-	-										
comp18663_c0_seq11|m.46286	uniref100_a0a0d8 xkn7myosin head n=1 tax=dictyocaulus viviparus =a0a0d8xkn7_dicvi	272	20	2.2E-72	67.8%										
comp18663_c0_seq2|m.46280	uniref100_a0a0d8 xkn7myosin head n=1 tax=dictyocaulus viviparus =a0a0d8xkn7_dicvi	199	20	1.4E-43	67.35%										
comp18663_c0_seq7|m.46282	uniref100_a0a0d8 xkn7myosin head n=1 tax=dictyocaulus viviparus =a0a0d8xkn7_dicvi	169	20	3.0E-56	73.05%										
comp18663_c0_seq9|m.46284	uniref100_a0a0d8 xkn7myosin head n=1 tax=dictyocaulus viviparus =a0a0d8xkn7_dicvi	312	20	3.8E-87	69%										
comp18664_c0_seq1|m.46287	uniref100_u6pbv3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_3411 n=1 tax=haemonchus contortus =u6pbv3_haeco	989	12	0.0E0	66%										
comp18664_c0_seq10|m.46318	uniref100_u6pyx0 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_867 n=1 tax=haemonchus contortus =u6pyx0_haeco	302	6	5.7E-85	73.17%										
comp18664_c0_seq11|m.46319	uniref100_u6pbv3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_3411 n=1 tax=haemonchus contortus =u6pbv3_haeco	1028	12	0.0E0	61.75%										
comp18664_c0_seq11|m.46320	uniref100_w6nea0 endonuclease exonuclease phosphatase domain containing protein n=1 tax=haemonchus contortus =w6nea0_haeco	676	20	0.0E0	67.3%										
comp18664_c0_seq14|m.46331	---NA---	163	0	-	-										
comp18664_c0_seq15|m.46332	uniref100_u6p0n9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2377 n=2 tax=haemonchus contortus =u6p0n9_haeco	425	7	1.9E-33	57.86%										
comp18664_c0_seq17|m.46341	uniref100_u6p6n5 endonuclease exonuclease phosphatase domain containing protein n=1 tax=haemonchus contortus =u6p6n5_haeco	300	20	4.0E-75	61.1%										
comp18664_c0_seq17|m.46339	uniref100_u6p0n9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2377 n=2 tax=haemonchus contortus =u6p0n9_haeco	483	10	1.4E-39	53.7%										
comp18664_c0_seq18|m.46345	---NA---	124	0	-	-										
comp18664_c0_seq19|m.46346	uniref100_u6pbv3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_3411 n=1 tax=haemonchus contortus =u6pbv3_haeco	968	12	0.0E0	65.67%										
comp18664_c0_seq23|m.46358	uniref100_u6p0n9 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_2377 n=2 tax=haemonchus contortus =u6p0n9_haeco	198	6	1.8E-22	57%										
comp18664_c0_seq25|m.46363	uniref100_u6pbv3 ise inbred ise genomic scaffold_pathogens_hcontortus_scaffold_3411 n=1 tax=haemonchus contortus =u6pbv3_haeco	970	12	0.0E0	66%										
comp18666_c0_seq1|m.46389	uniref100_a0a0d8 xsa1barrier to autointegration factor n=1 tax=dictyocaulus viviparus =a0a0d8xsa1_dicvi	187	20	3.7E-24	67%										
comp18667_c2_seq1|m.46391	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	196	20	1.6E-75	58.75%										
comp18667_c2_seq10|m.46426	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	210	20	6.1E-83	58.75%										
comp18667_c2_seq13|m.46435	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	783	20	0.0E0	57.55%										
comp18667_c2_seq14|m.46438	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	405	20	3.4E-180	59.9%										
comp18667_c2_seq15|m.46441	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	622	20	0.0E0	57.95%										
comp18667_c2_seq16|m.46443	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	629	20	0.0E0	58.35%										
comp18667_c2_seq19|m.46453	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	784	20	0.0E0	57.4%										
comp18667_c2_seq24|m.46471	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	643	20	0.0E0	58.4%										
comp18667_c2_seq25|m.46473	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	770	20	0.0E0	57.4%										
comp18667_c2_seq26|m.46476	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	791	20	0.0E0	57.6%										
comp18667_c2_seq27|m.46479	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	776	20	0.0E0	57.4%										
comp18667_c2_seq28|m.46482	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	636	20	0.0E0	57.95%										
comp18667_c2_seq32|m.46487	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	391	20	5.8E-173	59.9%										
comp18667_c2_seq9|m.46422	uniref100_u6nw46 kh domain containing protein n=1 tax=haemonchus contortus =u6nw46_haeco	762	20	0.0E0	57.4%										
